name,category,brand,description,image_url,base_price,discounted_price,unit,is_loose,min_quantity,max_quantity,rating,rating_count,is_active
"Sugar Pop Nail Lacquer 08 - Silk Stockings - 10 Ml","Personal Care","Sugar Pop","Makeup and beauty products from Sugar Cosmetics. Trendy, long-lasting formulas.","https://media.dealshare.in/img/offer/728ED2A14D_1.png",129,99,"10 ml",false,1,100,4.5,0,true
"Unibic Choco Kiss Cookies Bis - 250 Gm","Bakery","Unibic","Biscuits and cookies from Cremica (Mrs. Bector's).","https://media.dealshare.in/img/offer/1752568896962:82FE70F77A_1.png",170,85,"250 gm",false,1,100,4.5,0,true
"Wrigleys Orbit Chewing Gum (Spearmint, Sugarfree) - 22 Gm","chocolates-candies","Wrigleys Orbit","Chewing gum and mints from Wrigley (Mars Wrigley).","https://images.dealshare.in/1754547194767:6BAAA2AE2C_1.png?tr=f-webp",50,45,"19.8 gm",false,1,100,4.5,0,true
"Niine Dry Comfort Sanitary Pads (XL) Ultra Thin - Pack Of 15","Personal Care","Niine","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/1738066506305:8EA936FB44_1.webp",120,89,"15 units",false,1,100,4.5,0,true
"Navratna Cool Active Deo Talc  - 100 Gm","Personal Care","Navratna Cool","Navratna Cool product. Navratna Cool Active Deo Talc . Quality assured.","https://media.dealshare.in/img/offer/1726819117166:8FCC2F4DCB_1.webp",110,104,"100 gm",false,1,100,4.5,0,true
"Maybelline Colossal Kajal Black - 0.35 Gm","Personal Care","Maybelline Colossal","Maybelline Colossal product. Maybelline Colossal Kajal Black. Quality assured.","https://media.dealshare.in/img/offer/DA7CBDDCA4_1.webp",199,160,"0.35 gm",false,1,100,4.5,0,true
"Sampoorti Badam Premium - 100 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Badam Premium. Quality assured.","https://media.dealshare.in/img/offer/995D9CFAD8_1.webp",165,115,"100 gm",false,1,100,4.5,0,true
"Kare One Almond Hair Oil - 470 Ml","Personal Care","Kare One","Kare One product. Kare One Almond Hair Oil. Quality assured.","https://media.dealshare.in/img/offer/1744427500362:F4B3757983_1.png",481,129,"470 ml",false,1,100,4.5,0,true
"Shalimar's Coconut Oil (sleek) - 500 Ml","Personal Care","Shalimar's Coconut","Shalimar's Coconut product. Shalimar's Coconut Oil (sleek). Quality assured.","https://media.dealshare.in/img/offer/85A4A404F1_1.webp",338,259,"500 ml",false,1,100,4.5,0,true
"Vi-john Tea Tree Oil Vitamin E Enriched Shaving Foam - 400 Gm","Personal Care","Vi-john Tea","Men's grooming products from Bombay Shaving Company. Indian D2C brand.","https://images.dealshare.in/1753867773964:71B28D79FE_1.png?tr=f-webp",220,149,"400 gm",false,1,100,4.5,0,true
"Sampoorti Kaju Premium - 500 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Kaju Premium. Quality assured.","https://media.dealshare.in/img/offer/1738051305769:CE6C47B9E4_1.webp",775,549,"500 gm",false,1,100,4.5,0,true
"Wingreens Burger Mayonnaise - 450 Gm","Ketchup and Sauces","Wingreens Burger","Wingreens Burger product. Wingreens Burger Mayonnaise. Quality assured.","https://media.dealshare.in/img/offer/A6984F8F88_1.webp",199,99,"450 gm",false,1,100,4.5,0,true
"Surf Excel Easy Wash Detergent Powder - 3 Kg","Detergents","Surf Excel","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1744026170494:5DCDFA1259_1.png",390,325,"3 kg",false,1,100,4.5,0,true
"Alpenlieble Gold Caramel Toffee - 132 Gm x 2","chocolates-candies","Alpenlieble Gold","Chewy toffee from Perfetti Van Melle.","https://media.dealshare.in/img/offer/1752575725394:A87BB1EF36_1.png?tr=f-webp",100,50,"2 x 132 gm",false,1,100,4.5,0,true
"Park Avenue Good Morning After Shave Lotion - 50 Ml","Personal Care","Park Avenue","Park Avenue product. Park Avenue Good Morning After Shave Lotion. Quality assured.","https://media.dealshare.in/img/offer/32D77D6B03_1.png",160,144,"50 ml",false,1,100,4.5,0,true
"Priyagold Snacks Zigzag Biscut - 180 Gm","Bakery","Priyagold Snacks","Priyagold Snacks product. Priyagold Snacks Zigzag Biscut. Quality assured.","https://media.dealshare.in/img/offer/D72A18A5BE_1.webp",50,31,"180 gm",false,1,100,4.5,0,true
"Sofy Body Fit Sanitary Pads (XL) - Pack Of 6","Personal Care","Sofy Body","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/1723444487425:DA3C9A2988_1.webp",40,36,"6 units",false,1,100,4.5,0,true
"Cetaphil Moisturising Lotion - 100 Ml","Personal Care","Cetaphil","Dermatologist-recommended gentle cleanser. Suitable for sensitive skin. From Galderma.","https://media.dealshare.in/img/offer/D4DC46166D_1.png",620,527,"100 ml",false,1,100,4.5,0,true
"Yardley English Rose Deodorant Spray - 150 Ml","Personal Care","Yardley English","Yardley English product. Yardley English Rose Deodorant Spray. Quality assured.","https://media.dealshare.in/img/offer/128032EC80_1.webp",225,159,"150 ml",false,1,100,4.5,0,true
"Ponds Magic Talc - 100 Gm","Personal Care","Ponds Magic","Ponds Magic product. Ponds Magic Talc. Quality assured.","https://media.dealshare.in/img/offer/9018E56942_1.webp",150,143,"100 gm",false,1,100,4.5,0,true
"Himalaya Baby Massage Oil - 100 Ml","Personal Care","Himalaya","Gentle baby powder with 100% herbal actives. Ayurvedic formula, mild and soothing for delicate skin. From Himalaya Wellness.","https://media.dealshare.in/img/offer/152E4C0403_1.webp",140,120,"100 ml",false,1,100,4.5,0,true
"Lyfglow Aloe Vera & Cucumber Body Lotion - 300 Ml","Personal Care","Lyfglow Aloe","Moisturizing body care from Vaseline (Unilever). Hydrates and protects skin.","https://media.dealshare.in/img/offer/1744282464694:B6F1789A71_3.png",180,90,"300 ml",false,1,100,4.5,0,true
"Johnson Baby Soap -100 Gm x 4 (Buy 3 Get 1 Free)","Personal Care","Johnson Baby","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/B88C2F547E_1.webp",258,253,"100 gm",false,1,100,4.5,0,true
"Sampoorti Soya Wadi - 1 Kg","Staples","Sampoorti","Premium staples and spices. Quality assured.","https://images.dealshare.in/1753873107805E1813A543C_1.png?tr=f-webp",225,90,"1 kg",false,1,100,4.5,0,true
"Everest Sabji Masala - 50 Gm","Spices","Everest","Spices from Everest. Trusted Indian brand.","https://media.dealshare.in/img/offer/3942238F80_1.webp",38,37,"50 gm",false,1,100,4.5,0,true
"Sampoorti Kaju 400 Count - 100 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Kaju 400 Count. Quality assured.","https://media.dealshare.in/img/offer/1751366487736:BE78066CE6_1.png",160,110,"100 gm",false,1,100,4.5,0,true
"Max Protein Daily Choco Classic - 50 Gm","chocolates-candies","Max Protein","Max Protein product. Max Protein Daily Choco Classic. Quality assured.","https://media.dealshare.in/img/offer/1751873204702:AEEFB5BE9E_1.png",80,73,"50 gm",false,1,100,4.5,0,true
"Denver Hamilton Talcum Powder - 300 Gm","Personal Care","Denver Hamilton","Denver Hamilton product. Denver Hamilton Talcum Powder. Quality assured.","https://media.dealshare.in/img/offer/A4978204F6_1.png",249,124,"300 gm",false,1,100,4.5,0,true
"Provedic Cow Ghee (Jar) - 1 Ltr","Dairy","Provedic","Pure desi ghee. Traditional clarified butter.","https://media.dealshare.in/img/offer/9E5CA9A475_1.png",650,575,"1 ltr",false,1,100,4.5,0,true
"Sampoorti Black Salt - 200 Gm x 2","salt-sugar","Sampoorti","Iodised salt. Essential for daily cooking.","https://media.dealshare.in/img/offer/1753346170750:F43C2FE671_1.png?tr=f-webp",60,37,"2 x 200 gm",false,1,100,4.5,0,true
"Catch Kitchen King Masala - 100 Gm","Spices","Catch Kitchen","Catch Kitchen product. Catch Kitchen King Masala. Quality assured.","https://media.dealshare.in/img/offer/1724687050555:08261FF90C_1.webp",95,63,"100 gm",false,1,100,4.5,0,true
"X One Ignite Deodorant - 150 Ml + X One Fresh Active Deodorant - 150 Ml x 2 (Buy 1 Get 2 Free)","Personal Care","X One","X One product. X One Ignite Deodorant. Quality assured.","https://media.dealshare.in/img/offer/1748243626914:Combo_kol18171.png?tr=f-webp",597,199,"Combo of 2",false,1,100,4.5,0,true
"Navratna Active Deo Cool Talc - 400 Gm","Personal Care","Navratna Active","Navratna Active product. Navratna Active Deo Cool Talc. Quality assured.","https://media.dealshare.in/img/offer/1738906531930:CF706F7A0A_1.png",295,236,"400 gm",false,1,100,4.5,0,true
"Nestle Nescafe Gold Coffee - 50 Gm","Beverages","Nestle Nescafe","Nestle Nescafe product. Nestle Nescafe Gold Coffee. Quality assured.","https://media.dealshare.in/img/offer/5336B632A2_1.png",425,405,"50 gm",false,1,100,4.5,0,true
"Sampoorti Haldi Whole - 100 Gm","Spices","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1736165654234:FB3E5E4B52_1.webp",60,30,"100 gm",false,1,100,4.5,0,true
"Joy Honey & Almonds Nourishing Skin Cream - 200 Ml (Buy 1 Get 1 Free)","Personal Care","Joy Honey","Nourishing body lotion for soft, hydrated skin. From ITC.","https://media.dealshare.in/img/offer/1751446753076:BA3CC7309D_1.png?tr=f-webp",480,240,"2 x 200 ml",false,1,100,4.5,0,true
"Nilon's Plain Vinegar - 180 Ml","Ketchup and Sauces","Nilon's Plain","Nilon's Plain product. Nilon's Plain Vinegar. Quality assured.","https://media.dealshare.in/img/offer/52B510DD45_1.webp",60,49,"180 ml",false,1,100,4.5,0,true
"Sampoorti Kismis Premium - 250 Gm","Dry Fruits","Sampoorti","Sampoorti product. Sampoorti Kismis Premium. Quality assured.","https://media.dealshare.in/img/offer/1738062476635:EDFCF859C7_1.webp",150,149,"250 gm",false,1,100,4.5,0,true
"Sunfeast Marie Light Biscuit - 956 Gm (Flavour: Common)","Bakery","Sunfeast Marie","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/1731304455950:D6383A13E3_1.webp",170,119,"956 gm",false,1,100,4.5,0,true
"Lotus Herbals Safe Sun Spf 40, 3 In 1 Matte Look Daily Sunscreen - 100 Ml","Personal Care","Lotus Herbals","Lotus Herbals product. Lotus Herbals Safe Sun Spf 40, 3 In 1 Matte Look Daily Sunscreen. Quality assured.","https://media.dealshare.in/img/offer/43895A5BEF_1.png",555,344,"100 ml",false,1,100,4.5,0,true
"Nescafe Coffee Classic (Jar) - 90 Gm","Beverages","Nescafe Coffee","Nescafe Coffee product. Nescafe Coffee Classic (Jar). Quality assured.","https://media.dealshare.in/img/offer/7218841516_1.webp",485,468,"95 gm",false,1,100,4.5,0,true
"Yogabar Breakfast Bar - Blueberry Pie - 45 Gm","chocolates-candies","Yogabar","Yogabar product. Yogabar Breakfast Bar. Quality assured.","https://media.dealshare.in/img/offer/D3B80BD221_1.webp",60,30,"45 gm",false,1,100,4.5,0,true
"Bella Vita Date Woman Eau De Parfum - 100 Ml","Personal Care","Bella Vita","Long-lasting fragrance with premium notes. Indian fragrance brand.","https://media.dealshare.in/img/offer/A9AAFB861F_1.png",599,399,"100 ml",false,1,100,4.5,0,true
"Everest Jaljira Powder - 50 Gm","Spices","Everest","Spices from Everest. Trusted Indian brand.","https://media.dealshare.in/img/offer/9E7020528B_1.webp",35,33,"50 gm",false,1,100,4.5,0,true
"Joy Pure Aloe Light Moisturiser Skin Cream - 200 Ml","Personal Care","Joy","Moisturizing body care from Vaseline (Unilever). Hydrates and protects skin.","https://media.dealshare.in/img/offer/1726394947433:B36EBAC799_1.webp",280,140,"200 ml",false,1,100,4.5,0,true
"Sunrise Powder Shorshe Posto Pouch - 50 Gm x 2","Spices","Sunrise","Ready-mix for paneer butter masala.","https://media.dealshare.in/img/offer/1752661713287:EA99581A91_1.png?tr=f-webp",160,136,"2 x 50 gm",false,1,100,4.5,0,true
"Lakme Peach Milk Soft Creme - 200 Gm","Personal Care","Lakme","Lightweight serum enriched with Kakadu Plum (100x more Vitamin C than oranges). Reduces dullness, fights aging and pollution damage. Dermatologically tested.","https://media.dealshare.in/img/offer/F3B2FDFD32_1.png",545,300,"200 gm",false,1,100,4.5,0,true
"Revive Starch Liquid Stiffener - 200 Gm","Detergents","Revive Starch","Revive Starch product. Revive Starch Liquid Stiffener. Quality assured.","https://media.dealshare.in/img/offer/1727863414960:2050480BFC_1.webp",81,72,"200 gm",false,1,100,4.5,0,true
"Gold Touch Ghee (jar) - 200 Ml","Dairy","Gold Touch","Pure desi ghee. Traditional clarified butter.","https://images.dealshare.in/1754374761733:6039FF1A27_1.png?tr=f-webp",167,130,"200 ml",false,1,100,4.5,0,true
"Saffola Classic Masala Oats - 38 Gm","breakfast-cereals","Saffola Classic","Saffola Classic product. Saffola Classic Masala Oats. Quality assured.","https://media.dealshare.in/img/offer/4E4B44B591_1.webp",18,16,"38 gm",false,1,100,4.5,0,true
"Swaccha Liquid Handwash Lavender (refill) - 750 Ml (Buy 1 Get 1 Free)","Personal Care","Swaccha","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/1751422027157:43298C2EC7_1.png?tr=f-webp",250,125,"2 x 750 ml",false,1,100,4.5,0,true
"Rin Ala Fabric Whitener - 500 Ml","Detergents","Rin Ala","Rin Ala product. Rin Ala Fabric Whitener. Quality assured.","https://media.dealshare.in/img/offer/1723609276723:2524D17344_1.webp",89,85,"500 ml",false,1,100,4.5,0,true
"Navratna Cool Mint Fresh Talc - 400 Gm","Personal Care","Navratna Cool","Navratna Cool product. Navratna Cool Mint Fresh Talc. Quality assured.","https://media.dealshare.in/img/offer/DBD621EA63_1.webp",295,213,"400 gm",false,1,100,4.5,0,true
"Emami Healthy & Tasty Refined Rice Bran Oil (pouch) - 825 Gm","Oils","Emami","Refined cooking oil. From Emami.","https://images.dealshare.in/1750427559418:15CC1A3303_1.png?tr=f-webp",160,136,"825 gm",false,1,100,4.5,0,true
"Meri Chai Popular Strong Ctc Tea (pouch) - 1 Kg","Beverages","Meri Chai","Instant ginger tea from Wagh Bakri.","https://media.dealshare.in/img/offer/1734340263742:5C36C1D752_DEAL.webp",299,219,"1 kg",false,1,100,4.5,0,true
"Funfoods Burger Veg Mayonnise - 100 Gm","Ketchup and Sauces","Funfoods Burger","Funfoods Burger product. Funfoods Burger Veg Mayonnise. Quality assured.","https://media.dealshare.in/img/offer/1723047851512:E968F07E04_1.webp",49,46,"100 gm",false,1,100,4.5,0,true
"Tetley Ginger Mint Lemon Green Tea - 25 Pieces","Beverages","Tetley Ginger","Instant ginger tea from Wagh Bakri.","https://media.dealshare.in/img/offer/BAC1499445_1.webp",180,166,"25 gm",false,1,100,4.5,0,true
"Yogabar Muesli - Dark Chocolate Cranberry - 40 Gm","breakfast-cereals","Yogabar","Healthy muesli with fruits, nuts and seeds. From Yogabar.","https://media.dealshare.in/img/offer/A78269FB96_1.webp",40,20,"40 gm",false,1,100,4.5,0,true
"B Natural Litchi Juice - 1 Ltr","Soft Drinks","B Natural","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/9DBE4386D3_1.webp",140,70,"1 ltr",false,1,100,4.5,0,true
"Vaseline Intensive Care Aloe Fresh Body Lotion - 90 Ml","Personal Care","Vaseline","Moisturizing body care from Vaseline (Unilever). Hydrates and protects skin.","https://media.dealshare.in/img/offer/1130ED0B59_1.webp",115,109,"90 ml",false,1,100,4.5,0,true
"Happydent Wave Xylitol Sugarfree Mint Flavour Chewing Gum Pocket Bottle - 28.9 Gm","chocolates-candies","Happydent Wave","Liquid-filled chewing gum. From Perfetti Van Melle.","https://media.dealshare.in/img/offer/BA1B5DEA5F_1.webp",50,44,"28.9 gm",false,1,100,4.5,0,true
"B Natural Guava Juice - 180 Ml","Soft Drinks","B Natural","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/2E7E535E27_1.webp",20,18,"180 ml",false,1,100,4.5,0,true
"Sobisco Desire Kaju Biscuits Rich In Cashew Good In Taste - 200 Gm x 3","Bakery","Sobisco Desire","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/1752810743420:8BC5A12AB9_1.png?tr=f-webp",90,60,"3 x 200 gm",false,1,100,4.5,0,true
"Sunlight Detergent Powder - 1 Kg","Detergents","Sunlight","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1742371274271:129F448469_1.png",100,90,"1 kg",false,1,100,4.5,0,true
"Ritebite Choco Delite - 40 Gm","chocolates-candies","Ritebite Choco","Ritebite Choco product. Ritebite Choco Delite. Quality assured.","https://media.dealshare.in/img/offer/1751873204101:1086EFF914_1.png",45,41,"40 gm",false,1,100,4.5,0,true
"Safed Detergent Powder - 500 Gm x 3","Detergents","Safed Detergent","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1752810743536:9B50558186_1.png?tr=f-webp",120,102,"3 x 500 gm",false,1,100,4.5,0,true
"Mishti Dhampur Premium Quality Sugar - 5 Kg","salt-sugar","Mishti Dhampur","Premium quality sugar. From Mishti Dhampur.","https://media.dealshare.in/img/offer/1751011291428:B7CD19D974_1.png",315,249,"5 kg",false,1,100,4.5,0,true
"Dove Beauty Cream Soap - Set of 3 (125 Gm x 3)","Personal Care","Dove Beauty","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/1751009430414:26AA8B4F65_1.png",249,208,"375 gm",false,1,100,4.5,0,true
"Sampoorti Matar Dal - 1 Kg x 2","Staples","Sampoorti","Premium staples and spices. Quality assured.","https://media.dealshare.in/img/offer/1753346170351:DB131CBFCC_1.png?tr=f-webp",200,135,"2 x 1 kg",false,1,100,4.5,0,true
"Lakme Jewel Sindoor (maroon) - 4.5 Ml","Personal Care","Lakme","Lightweight serum enriched with Kakadu Plum (100x more Vitamin C than oranges). Reduces dullness, fights aging and pollution damage. Dermatologically tested.","https://images.dealshare.in/1752128012751:0D467FBCCC_1.png?tr=f-webp",190,186,"4.5 ml",false,1,100,4.5,0,true
"Sobisco Desire Marie Biscuit More Light And Crispy - 300 Gm x 3","Bakery","Sobisco Desire","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/1752810746240:D8E962C70F_1.png?tr=f-webp",120,80,"3 x 300 gm",false,1,100,4.5,0,true
"Pond's Hydra Miracle Super Light Gel - 200 Ml","Personal Care","Pond's Hydra","Pond's Hydra product. Pond's Hydra Miracle Super Light Gel. Quality assured.","https://media.dealshare.in/img/offer/37A1972CB4_1.png",499,254,"200 ml",false,1,100,4.5,0,true
"Pears Soft and Fresh Soap - 100 Gm","Personal Care","Pears","Herbal soap with natural ingredients like neem, tulsi and turmeric.","https://media.dealshare.in/img/offer/4DE1F608C0_1.webp",56,53,"100 gm",false,1,100,4.5,0,true
"Stayfree Secure Cottony Sanitary Pads - 18 Units","Personal Care","Stayfree Secure","Comfortable sanitary pads for daily use. Absorbent and soft. Indian feminine hygiene brand.","https://media.dealshare.in/img/offer/5E21A33E42_1.webp",105,97,"18 units",false,1,100,4.5,0,true
"Nivea Men Dark Spot Reduction Facewash - 100 Gm","Personal Care","Nivea Men","Face wash for radiant, even-toned skin. From Hindustan Unilever.","https://media.dealshare.in/img/offer/3F68402011_1.webp",259,221,"100 gm",false,1,100,4.5,0,true
"Dabur Hajmola Regular 120 Pieces - 1 Unit","Personal Care","Dabur","Ayurvedic toothpaste from Dabur. Red formula with traditional ingredients.","https://media.dealshare.in/img/offer/FAF44B003A_1.png",70,69,"1 unit",false,1,100,4.5,0,true
"Parle G Gold Biscuit - 1 Kg","Bakery","Parle G","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/1751011291526:C8C1B49B71_1.png",160,135,"1 kg",false,1,100,4.5,0,true
"Mishti Sugar - 500 Gm","salt-sugar","Mishti Sugar","Premium quality sugar. From Mishti Dhampur.","https://media.dealshare.in/img/offer/1742988630066:956E21FC2D_1.png",35,28,"500 gm",false,1,100,4.5,0,true
"Khao Piyo Mango Drink - 1 Ltr","Soft Drinks","Khao Piyo","Mango drink from Coca-Cola India. Made with Alphonso mango pulp.","https://media.dealshare.in/img/offer/1751347751097:E511A8FFAE_1.png",120,35,"1 ltr",false,1,100,4.5,0,true
"Lotus Herbals Whiteglow Skin Whitening And Brightening Spf 25 Gel Creme - 60 Gm","Personal Care","Lotus Herbals","Dermatologist-recommended gentle cleanser. Suitable for sensitive skin. From Galderma.","https://media.dealshare.in/img/offer/07996D5AC4_1.webp",460,307,"60 gm",false,1,100,4.5,0,true
"Gallant Ii Cartridges  5 Pieces - 1 Unit","Personal Care","Gallant Ii","Gallant Ii product. Gallant Ii Cartridges  5 Pieces. Quality assured.","https://media.dealshare.in/img/offer/prod/new-img/Deal55414.webp",50,40,"1 unit",false,1,100,4.5,0,true
"Saffola Active Oil - 1 Ltr","Oils","Saffola Active","Refined cooking oil. From Emami.","https://media.dealshare.in/img/offer/375C32A47C_1.png",187,155,"1 ltr",false,1,100,4.5,0,true
"Organic India Tulsi Green Tea Honey Lemon (tea Bag) - 25 Unit","Beverages","Organic India","Organic tulsi green tea. From Organic India.","https://media.dealshare.in/img/offer/1752486046353:W6F634636E_1.png",225,185,"25 unit",false,1,100,4.5,0,true
"Tata Tea Gold - 100 Gm x 5","Beverages","Tata Tea","Tea from Tata Consumer. Premium Indian tea.","https://media.dealshare.in/img/offer/1752747024880:E3952F24CF_1.png?tr=f-webp",250,235,"5 x 100 gm",false,1,100,4.5,0,true
"Patanjali Aloevera Kanti Body Cleanser (150 Gm x 4) - 600 Gm","Personal Care","Patanjali Aloevera","Moisturizing body care from Vaseline (Unilever). Hydrates and protects skin.","https://media.dealshare.in/img/offer/31D51FF4C1_1.webp",152,135,"600 gm",false,1,100,4.5,0,true
"Jk Coriander Powder - 50 Gm","Spices","Jk Coriander","Jk Coriander product. Jk Coriander Powder. Quality assured.","https://media.dealshare.in/img/offer/3290284B3C_1.webp",20,18,"50 gm",false,1,100,4.5,0,true
"Agro Fresh Suji - 500 Gm","Staples","Agro Fresh","Fresh atta and dalia. Quality grains.","https://images.dealshare.in/1752491039175:2951406D4E_1.png?tr=f-webp",35,29,"500 gm",false,1,100,4.5,0,true
"Lakme 9 To 5 Vitamin C + Night Cream - 50 Gm","Personal Care","Lakme","Lightweight serum enriched with Kakadu Plum (100x more Vitamin C than oranges). Reduces dullness, fights aging and pollution damage. Dermatologically tested.","https://media.dealshare.in/img/offer/04090FD051_1.png",475,366,"50 gm",false,1,100,4.5,0,true
"Surf Excel Detergent Bar - 80 Gm x 10","Detergents","Surf Excel","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1751896908398:021E561516_1.png?tr=f-webp",100,96,"10 x 80 gm",false,1,100,4.5,0,true
"Sampoorti Oats Pouch - 900 Gm","breakfast-cereals","Sampoorti","Sampoorti product. Sampoorti Oats Pouch. Quality assured.","https://images.dealshare.in/1753346349359:4A7761BC50_1.png?tr=f-webp",210,105,"900 gm",false,1,100,4.5,0,true
"X one Men Deo 150ml (Active + Fresh ) + W One Women Deo 150ml (Romance + Blush)","Personal Care","X","X product. X one Men Deo 150ml (Active + Fresh ) + W One Women Deo 150ml (Romance + Blush). Quality assured.","https://media.dealshare.in/img/offer/1752494462856:Combo_Ncr27486.png?tr=f-webp",796,249,"Combo of 4",false,1,100,4.5,0,true
"Gillette Refreshing Breeze After Shave Splash - 50 Ml","Personal Care","Gillette Refreshing","Gillette Refreshing product. Gillette Refreshing Breeze After Shave Splash. Quality assured.","https://media.dealshare.in/img/offer/79EBF4117A_1.png",325,308,"50 ml",false,1,100,4.5,0,true
"Neeta Cone Mehendi - 25 Gm (Pack Of 4) - 100 Gm x 2","Personal Care","Neeta Cone","Neeta Cone product. Neeta Cone Mehendi. Quality assured.","https://media.dealshare.in/img/offer/1752575725471:AA2DFAA5B3_1.png?tr=f-webp",80,40,"2 x 100 gm",false,1,100,4.5,0,true
"Aashirvaad Iodised Salt - 1 Kg","salt-sugar","Aashirvaad Iodised","Iodised salt. Essential for daily cooking.","https://media.dealshare.in/img/offer/1724333014579:6226DE79F8_1.webp",27,25,"1 kg",false,1,100,4.5,0,true
"Fogg Marco Fragrance Body Spray - 120 Ml","Personal Care","Fogg Marco","Fogg Marco product. Fogg Marco Fragrance Body Spray. Quality assured.","https://media.dealshare.in/img/offer/6C82D4FF6A_1.webp",225,175,"120 ml",false,1,100,4.5,0,true
"Garnier Men Oil Clear Deep Cleansing Facewash - 100 Gm","Personal Care","Garnier","No-rinse micellar water that removes makeup, dirt and impurities. Fragrance-free, alcohol-free formula suitable for all skin types.","https://media.dealshare.in/img/offer/1749035386099:AA4447A7A5_1.png",299,273,"100 gm",false,1,100,4.5,0,true
"Catch Chicken Masala - 100 Gm","Spices","Catch Chicken","Catch Chicken product. Catch Chicken Masala. Quality assured.","https://media.dealshare.in/img/offer/1724603572481:BE6C45C905_1.webp",92,61,"100 gm",false,1,100,4.5,0,true
"Sunlight Detergent Powder - 1 Kg x 3","Detergents","Sunlight","Detergent powder from Unilever. Effective cleaning.","https://media.dealshare.in/img/offer/1752810744137:129F448469_1.png?tr=f-webp",300,279,"3 x 1 kg",false,1,100,4.5,0,true
"Sobisco Desire Milk 100% Atta Biscuits No Maida No Cholesterol - 220 Gm","Bakery","Sobisco Desire","Premium biscuits from Unibic.","https://media.dealshare.in/img/offer/2DD4A6FE4A_1.webp",30,21,"220 gm",false,1,100,4.5,0,true
"Nisha Natural Black Powdered Hair Color - 10 Gm x 5","Personal Care","Nisha Natural","Ayurvedic toothpaste from Dabur. Red formula with traditional ingredients.","https://media.dealshare.in/img/offer/1753683000008:27FD721BF8_1.png?tr=f-webp",75,50,"5 x 10 gm",false,1,100,4.5,0,true
"Deko Loofah Back Scrubber (9r) 1 Piece - 1 Unit (Buy 1 Get 1 Free)","Personal Care","Deko Loofah","Deko Loofah product. Deko Loofah Back Scrubber (9r) 1 Piece. Quality assured.","https://media.dealshare.in/img/offer/1752757753873:5382FD58C4_1.png?tr=f-webp",240,120,"2 x 1 unit",false,1,100,4.5,0,true
"Indica Easy Shampoo Hair Color Natural Black - 18 Ml x 3","Personal Care","Indica Easy","Hair care from L'Oréal Paris. Formulated for strength and nourishment.","https://media.dealshare.in/img/offer/1752810277840:DC3A479E71_1.png?tr=f-webp",90,75,"3 x 18 ml",false,1,100,4.5,0,true
"Dabur Gulabari Premium Rose Water - 120 Ml","Personal Care","Dabur","Ayurvedic toothpaste from Dabur. Red formula with traditional ingredients.","https://media.dealshare.in/img/offer/BA00245607_1.webp",54,51,"120 ml",false,1,100,4.5,0,true
"Ponds Magic Fragrant Talc - 400 Gm","Personal Care","Ponds Magic","Ponds Magic product. Ponds Magic Fragrant Talc. Quality assured.","https://media.dealshare.in/img/offer/1743848433708:2B0F31A58D_CD.png",459,307,"400 gm",false,1,100,4.5,0,true
"Tropicana Cranberry Fruit Juice Tetra Pack - 1 Ltr","Soft Drinks","Tropicana Cranberry","Mixed fruit juice. Real fruit content.","https://media.dealshare.in/img/offer/1744192790190:699E05D194_1.png",150,137,"1 ltr",false,1,100,4.5,0,true
"Dabur Hommade Tomato Puree - 200 Gm","Ketchup and Sauces","Dabur","Dabur product. Dabur Hommade Tomato Puree. Quality assured.","https://res.cloudinary.com/dfrefds/image/upload/v1590134605/uvatbk7epu7zmmedz0ij.jpg",27,27,"200 gm",false,1,100,4.5,0,true
"Shree Ram Haldi Powder - 500 Gm","Spices","Shree Ram","Shree Ram product. Shree Ram Haldi Powder. Quality assured.","https://media.dealshare.in/img/offer/1741699994786:F629DB958F_1.png",210,97,"500 gm",false,1,100,4.5,0,true
